order_id,customer_id,order_date,sales_channel,payment_method
ORD-01452,CUST-0085,2024-10-28,Marketplace,Debit Card
ORD-01453,CUST-0206,2024-12-07,Online,Credit Card
ORD-01454,CUST-0557,2024-09-24,Online,Credit Card
ORD-01455,CUST-0408,2024-08-21,Online,PayPal
ORD-01456,CUST-0088,2024-11-16,Marketplace,Credit Card
ORD-01457,CUST-0364,2024-12-13,Online,Credit Card
ORD-01458,CUST-0339,2025-08-04,In-Store,Debit Card
ORD-01459,CUST-0193,2025-05-01,Online,Debit Card
ORD-01460,CUST-0618,2025-05-15,Online,Credit Card
ORD-01461,CUST-0114,2024-05-12,In-Store,Credit Card
ORD-01462,CUST-0211,2024-11-13,Online,PayPal
ORD-01463,CUST-0283,2024-07-25,Online,Credit Card
ORD-01464,CUST-0337,2025-08-05,Marketplace,Credit Card
ORD-01465,CUST-0305,2025-02-04,In-Store,PayPal
ORD-01466,CUST-0443,2025-04-13,Online,Debit Card
ORD-01467,CUST-0069,2025-12-15,In-Store,Cash
ORD-01468,CUST-0474,2024-01-28,Online,PayPal
ORD-01469,CUST-0476,2025-05-11,Online,Credit Card
ORD-01470,CUST-0019,2025-09-13,Online,Credit Card
ORD-01471,CUST-0367,2024-07-01,Online,Credit Card
ORD-01472,CUST-0316,2025-03-30,Online,Credit Card
ORD-01473,CUST-0197,2025-11-27,In-Store,Credit Card
ORD-01474,CUST-0195,2025-10-01,Online,Debit Card
ORD-01475,CUST-0378,2024-02-14,Online,Credit Card
ORD-01476,CUST-0583,2024-06-24,Online,Credit Card
ORD-01477,CUST-0180,2025-10-12,Marketplace,PayPal
ORD-01478,CUST-0022,2025-09-23,Marketplace,Credit Card
ORD-01479,CUST-0062,2024-05-20,Online,Credit Card
ORD-01480,CUST-0613,2025-03-30,In-Store,Credit Card
ORD-01481,CUST-0425,2025-10-25,Marketplace,PayPal
ORD-01482,CUST-0553,2024-02-25,Marketplace,Debit Card
ORD-01483,CUST-0391,2025-06-17,Online,Credit Card
ORD-01484,CUST-0054,2025-10-11,Phone Order,Cash
ORD-01485,CUST-0210,2024-08-29,In-Store,Credit Card
ORD-01486,CUST-0591,2025-04-04,Phone Order,Credit Card
ORD-01487,CUST-0494,2024-01-21,Marketplace,Credit Card
ORD-01488,CUST-0157,2025-07-20,In-Store,Credit Card
ORD-01489,CUST-0481,2024-07-19,Online,Credit Card
ORD-01490,CUST-0415,2025-03-01,Phone Order,Gift Card
ORD-01491,CUST-0128,2025-01-29,Phone Order,Credit Card
ORD-01492,CUST-0395,2025-03-10,In-Store,Credit Card
ORD-01493,CUST-0029,2025-12-15,In-Store,Credit Card
ORD-01494,CUST-0013,2024-04-29,Marketplace,Debit Card
ORD-01495,CUST-0392,2025-08-23,Online,Credit Card
ORD-01496,CUST-0408,2025-12-16,Online,Gift Card
ORD-01497,CUST-0191,2025-12-21,Online,Credit Card
ORD-01498,CUST-0197,2024-09-22,Phone Order,Cash
ORD-01499,CUST-0128,2024-10-10,Online,Credit Card
ORD-01500,CUST-0063,2024-09-29,Marketplace,Credit Card
ORD-01501,CUST-0273,2025-05-12,In-Store,Credit Card
ORD-01502,CUST-0409,2025-01-22,In-Store,Gift Card
ORD-01503,CUST-0544,2024-10-13,Phone Order,PayPal
ORD-01504,CUST-0487,2025-06-11,Online,Credit Card
ORD-01505,CUST-0084,2024-12-22,Online,Cash
ORD-01506,CUST-0033,2024-05-10,In-Store,Credit Card
ORD-01507,CUST-0092,2024-04-18,Online,PayPal
ORD-01508,CUST-0288,2024-08-13,In-Store,Debit Card
ORD-01509,CUST-0352,2025-01-21,Marketplace,PayPal
ORD-01510,CUST-0092,2024-12-14,In-Store,Cash
ORD-01511,CUST-0195,2025-02-01,Phone Order,Credit Card
ORD-01512,CUST-0405,2024-01-10,In-Store,Credit Card
ORD-01513,CUST-0467,2024-05-30,In-Store,Credit Card
ORD-01514,CUST-0127,2024-10-07,Phone Order,PayPal
ORD-01515,CUST-0342,2024-06-05,Marketplace,Credit Card
ORD-01516,CUST-0164,2024-01-23,In-Store,Credit Card
ORD-01517,CUST-0404,2024-04-09,Online,PayPal
ORD-01518,CUST-0141,2025-03-28,In-Store,Credit Card
ORD-01519,CUST-0010,2025-01-05,In-Store,Debit Card
ORD-01520,CUST-0184,2024-02-23,Online,Debit Card
ORD-01521,CUST-0501,2024-11-05,In-Store,Cash
ORD-01522,CUST-0392,2024-10-08,In-Store,Credit Card
ORD-01523,CUST-0522,2024-08-18,Online,Debit Card
ORD-01524,CUST-0445,2024-11-01,In-Store,Credit Card
ORD-01525,CUST-0416,2025-12-18,Online,Debit Card
ORD-01526,CUST-0128,2024-07-31,Phone Order,Cash
ORD-01527,CUST-0458,2024-11-17,Online,Credit Card
ORD-01528,CUST-0036,2024-03-27,Phone Order,Debit Card
ORD-01529,CUST-0532,2024-10-27,In-Store,Credit Card
ORD-01530,CUST-0215,2025-12-05,Online,PayPal
ORD-01531,CUST-0221,2024-05-17,In-Store,Credit Card
ORD-01532,CUST-0168,2025-02-13,Online,Cash
ORD-01533,CUST-0578,2025-11-04,In-Store,Debit Card
ORD-01534,CUST-0445,2025-01-23,Online,Debit Card
ORD-01535,CUST-0417,2024-03-08,Online,Credit Card
ORD-01536,CUST-0540,2024-11-09,In-Store,PayPal
ORD-01537,CUST-0565,2024-10-04,In-Store,Cash
ORD-01538,CUST-0545,2025-07-18,In-Store,PayPal
ORD-01539,CUST-0388,2025-08-04,In-Store,Credit Card
ORD-01540,CUST-0515,2024-10-20,Online,Credit Card
ORD-01541,CUST-0096,2024-06-18,In-Store,Credit Card
ORD-01542,CUST-0140,2025-05-06,In-Store,PayPal
ORD-01543,CUST-0354,2024-09-07,Phone Order,Debit Card
ORD-01544,CUST-0137,2025-06-10,Online,Credit Card
ORD-01545,CUST-0121,2024-10-24,Online,Credit Card
ORD-01546,CUST-0313,2025-10-20,In-Store,Cash
ORD-01547,CUST-0010,2024-04-13,Online,Credit Card
ORD-01548,CUST-0257,2024-08-19,In-Store,Credit Card
ORD-01549,CUST-0450,2024-06-14,Online,PayPal
ORD-01550,CUST-0195,2024-10-18,Online,Credit Card
ORD-01551,CUST-0508,2025-11-29,In-Store,Credit Card
ORD-01552,CUST-0130,2024-06-08,Online,Credit Card
ORD-01553,CUST-0440,2024-09-10,In-Store,PayPal
ORD-01554,CUST-0254,2025-11-13,Marketplace,Credit Card
ORD-01555,CUST-0124,2024-05-15,Online,Credit Card
ORD-01556,CUST-0094,2024-02-22,Online,Debit Card
ORD-01557,CUST-0360,2025-12-29,Online,Credit Card
ORD-01558,CUST-0330,2024-08-05,Online,Credit Card
ORD-01559,CUST-0014,2025-11-30,In-Store,Cash
ORD-01560,CUST-0283,2024-08-03,In-Store,Credit Card
ORD-01561,CUST-0601,2025-11-01,Marketplace,Credit Card
ORD-01562,CUST-0207,2025-06-30,In-Store,Credit Card
ORD-01563,CUST-0574,2024-12-21,Marketplace,Credit Card
ORD-01564,CUST-0133,2024-10-23,Online,Debit Card
ORD-01565,CUST-0522,2025-01-28,In-Store,Credit Card
ORD-01566,CUST-0526,2025-04-11,In-Store,PayPal
ORD-01567,CUST-0566,2024-05-01,Online,Credit Card
ORD-01568,CUST-0285,2024-05-16,Online,PayPal
ORD-01569,CUST-0378,2024-11-28,Online,PayPal
ORD-01570,CUST-0011,2024-12-30,Online,Gift Card
ORD-01571,CUST-0598,2024-04-18,In-Store,PayPal
ORD-01572,CUST-0457,2024-08-25,In-Store,Credit Card
ORD-01573,CUST-0190,2024-06-29,Online,Debit Card
ORD-01574,CUST-0437,2024-09-08,Online,Debit Card
ORD-01575,CUST-0394,2024-01-22,Online,Credit Card
ORD-01576,CUST-0109,2025-07-09,In-Store,Credit Card
ORD-01577,CUST-0557,2025-12-09,Online,Debit Card
ORD-01578,CUST-0524,2025-03-01,Online,Cash
ORD-01579,CUST-0294,2024-08-19,Marketplace,PayPal
ORD-01580,CUST-0342,2024-05-01,Online,Cash
ORD-01581,CUST-0544,2024-12-08,In-Store,Debit Card
ORD-01582,CUST-0294,2024-12-22,Marketplace,Credit Card
ORD-01583,CUST-0153,2025-11-02,Online,Credit Card
ORD-01584,CUST-0286,2024-05-28,Online,Gift Card
ORD-01585,CUST-0493,2025-12-11,Phone Order,Debit Card
ORD-01586,CUST-0552,2025-06-30,In-Store,Debit Card
ORD-01587,CUST-0592,2025-12-11,Marketplace,Credit Card
ORD-01588,CUST-0018,2025-01-06,In-Store,Cash
ORD-01589,CUST-0249,2024-08-03,Marketplace,Credit Card
ORD-01590,CUST-0027,2025-12-13,Phone Order,Credit Card
ORD-01591,CUST-0013,2025-08-05,Marketplace,Credit Card
ORD-01592,CUST-0014,2024-10-20,Online,Credit Card
ORD-01593,CUST-0466,2025-07-21,In-Store,Credit Card
ORD-01594,CUST-0387,2024-05-08,In-Store,Credit Card
ORD-01595,CUST-0573,2025-09-11,Marketplace,PayPal
ORD-01596,CUST-0435,2024-07-18,Online,Credit Card
ORD-01597,CUST-0217,2025-09-03,Online,Cash
ORD-01598,CUST-0276,2024-03-28,Phone Order,Debit Card
ORD-01599,CUST-0366,2024-10-16,Phone Order,Debit Card
ORD-01600,CUST-0516,2024-04-13,In-Store,PayPal
ORD-01601,CUST-0039,2024-10-24,Online,PayPal
ORD-01602,CUST-0221,2025-11-28,In-Store,PayPal
ORD-01603,CUST-0536,2024-12-15,Online,Credit Card
ORD-01604,CUST-0245,2024-08-01,Phone Order,Debit Card
ORD-01605,CUST-0322,2024-06-22,Phone Order,Credit Card
ORD-01606,CUST-0485,2024-09-19,Marketplace,Credit Card
ORD-01607,CUST-0322,2025-01-17,Online,Credit Card
ORD-01608,CUST-0575,2024-01-09,Online,Credit Card
ORD-01609,CUST-0358,2025-04-22,Online,Debit Card
ORD-01610,CUST-0325,2024-12-16,Phone Order,Credit Card
ORD-01611,CUST-0616,2025-01-24,Online,PayPal
ORD-01612,CUST-0146,2024-03-11,Online,Credit Card
ORD-01613,CUST-0351,2024-10-31,Online,Credit Card
ORD-01614,CUST-0585,2025-02-02,Marketplace,Debit Card
ORD-01615,CUST-0325,2024-01-15,Online,Credit Card
ORD-01616,CUST-0417,2024-09-26,In-Store,Credit Card
ORD-01617,CUST-0224,2024-07-11,Online,Debit Card
ORD-01618,CUST-0196,2025-11-26,In-Store,Credit Card
ORD-01619,CUST-0361,2024-12-26,Marketplace,Credit Card
ORD-01620,CUST-0291,2025-12-19,In-Store,Cash
ORD-01621,CUST-0558,2024-04-12,In-Store,Debit Card
ORD-01622,CUST-0128,2024-12-25,Phone Order,Cash
ORD-01623,CUST-0230,2025-06-03,Online,Cash
ORD-01624,CUST-0248,2024-01-05,Marketplace,Credit Card
ORD-01625,CUST-0532,2025-09-06,Online,Credit Card
ORD-01626,CUST-0053,2025-08-14,Online,Cash
ORD-01627,CUST-0130,2025-05-31,Online,Debit Card
ORD-01628,CUST-0096,2024-04-05,Online,Credit Card
ORD-01629,CUST-0465,2025-10-11,In-Store,Credit Card
ORD-01630,CUST-0252,2025-01-22,Marketplace,Debit Card
ORD-01631,CUST-0594,2024-04-15,Online,Cash
ORD-01632,CUST-0096,2024-03-20,In-Store,Credit Card
ORD-01633,CUST-0322,2025-10-10,Marketplace,PayPal
ORD-01634,CUST-0033,2024-04-30,Phone Order,Gift Card
ORD-01635,CUST-0198,2025-09-12,Online,Credit Card
ORD-01636,CUST-0226,2024-03-26,In-Store,Cash
ORD-01637,CUST-0565,2025-10-29,Online,PayPal
ORD-01638,CUST-0288,2025-02-06,Online,PayPal
ORD-01639,CUST-0611,2024-10-05,Marketplace,Debit Card
ORD-01640,CUST-0172,2024-02-04,Phone Order,Credit Card
ORD-01641,CUST-0118,2024-07-03,Marketplace,Credit Card
ORD-01642,CUST-0381,2024-05-28,Marketplace,Credit Card
ORD-01643,CUST-0576,2024-03-08,Online,Debit Card
ORD-01644,CUST-0077,2025-08-10,Marketplace,Credit Card
ORD-01645,CUST-0176,2025-09-07,Online,Credit Card
ORD-01646,CUST-0292,2024-05-14,Marketplace,Credit Card
ORD-01647,CUST-0325,2024-12-20,Online,Debit Card
ORD-01648,CUST-0125,2025-01-17,Phone Order,Credit Card
ORD-01649,CUST-0331,2025-12-05,In-Store,Credit Card
ORD-01650,CUST-0551,2024-01-06,Phone Order,Cash
ORD-01651,CUST-0312,2024-03-17,Online,PayPal
ORD-01652,CUST-0424,2025-10-14,Online,Credit Card
ORD-01653,CUST-0232,2024-04-04,Online,Credit Card
ORD-01654,CUST-0211,2025-12-12,Online,Gift Card
ORD-01655,CUST-0395,2024-07-11,In-Store,Credit Card
ORD-01656,CUST-0134,2024-08-12,Marketplace,Credit Card
ORD-01657,CUST-0315,2025-08-14,In-Store,Credit Card
ORD-01658,CUST-0122,2025-07-17,Online,Credit Card
ORD-01659,CUST-0452,2024-10-06,Online,Credit Card
ORD-01660,CUST-0506,2025-06-15,Online,PayPal
ORD-01661,CUST-0545,2024-04-13,Online,Cash
ORD-01662,CUST-0295,2025-12-23,In-Store,PayPal
ORD-01663,CUST-0313,2025-12-05,Online,Credit Card
ORD-01664,CUST-0014,2025-11-13,In-Store,Credit Card
ORD-01665,CUST-0010,2025-08-31,Online,Credit Card
ORD-01666,CUST-0018,2025-08-03,In-Store,Credit Card
ORD-01667,CUST-0097,2024-04-12,Online,PayPal
ORD-01668,CUST-0014,2024-12-27,Online,Credit Card
ORD-01669,CUST-0532,2025-10-17,Online,Gift Card
ORD-01670,CUST-0199,2025-01-21,In-Store,Gift Card
ORD-01671,CUST-0340,2025-02-04,In-Store,Cash
ORD-01672,CUST-0352,2025-09-19,Online,PayPal
ORD-01673,CUST-0478,2025-11-28,Online,Gift Card
ORD-01674,CUST-0042,2024-08-10,Online,Debit Card
ORD-01675,CUST-0001,2024-02-21,Online,Credit Card
ORD-01676,CUST-0278,2024-05-26,Phone Order,Credit Card
ORD-01677,CUST-0396,2025-03-08,Online,Cash
ORD-01678,CUST-0205,2024-09-13,Online,Debit Card
ORD-01679,CUST-0448,2024-04-08,Online,Credit Card
ORD-01680,CUST-0421,2025-04-17,Online,Debit Card
ORD-01681,CUST-0403,2024-05-08,Online,Credit Card
ORD-01682,CUST-0298,2025-08-02,In-Store,Credit Card
ORD-01683,CUST-0055,2025-12-19,Online,Credit Card
ORD-01684,CUST-0497,2025-09-30,In-Store,Credit Card
ORD-01685,CUST-0254,2024-07-28,Online,Credit Card
ORD-01686,CUST-0241,2025-07-13,Online,Debit Card
ORD-01687,CUST-0247,2024-06-23,In-Store,PayPal
ORD-01688,CUST-0603,2025-05-19,Online,Credit Card
ORD-01689,CUST-0124,2025-07-31,Online,Debit Card
ORD-01690,CUST-0044,2024-12-29,Phone Order,Credit Card
ORD-01691,CUST-0065,2024-06-27,In-Store,Credit Card
ORD-01692,CUST-0496,2025-01-20,Phone Order,Debit Card
ORD-01693,CUST-0539,2024-09-22,Online,Credit Card
ORD-01694,CUST-0238,2024-08-30,Online,Cash
ORD-01695,CUST-0384,2025-09-13,In-Store,Credit Card
ORD-01696,CUST-0588,2025-07-23,Online,Credit Card
ORD-01697,CUST-0197,2024-03-29,In-Store,Debit Card
ORD-01698,CUST-0560,2024-03-14,Online,PayPal
ORD-01699,CUST-0450,2025-03-13,In-Store,Cash
ORD-01700,CUST-0554,2024-12-04,Online,PayPal
ORD-01701,CUST-0295,2024-03-17,In-Store,Credit Card
ORD-01702,CUST-0597,2025-04-27,Phone Order,Gift Card
ORD-01703,CUST-0210,2025-07-14,Marketplace,Credit Card
ORD-01704,CUST-0037,2024-12-20,Phone Order,Cash
ORD-01705,CUST-0043,2024-04-16,Online,Debit Card
ORD-01706,CUST-0057,2024-01-27,Marketplace,PayPal
ORD-01707,CUST-0387,2025-12-13,Online,PayPal
ORD-01708,CUST-0352,2025-03-23,Marketplace,Credit Card
ORD-01709,CUST-0550,2025-08-04,Online,PayPal
ORD-01710,CUST-0251,2024-10-26,Online,Credit Card
ORD-01711,CUST-0366,2024-08-13,Online,Credit Card
ORD-01712,CUST-0555,2025-05-30,Online,Credit Card
ORD-01713,CUST-0237,2024-11-08,In-Store,Credit Card
ORD-01714,CUST-0465,2024-04-26,Online,PayPal
ORD-01715,CUST-0087,2024-03-02,Online,Debit Card
ORD-01716,CUST-0442,2025-06-29,Online,Credit Card
ORD-01717,CUST-0269,2025-08-28,Online,Credit Card
ORD-01718,CUST-0295,2025-07-01,Online,Debit Card
ORD-01719,CUST-0136,2024-01-16,Online,PayPal
ORD-01720,CUST-0585,2025-02-08,Online,Credit Card
ORD-01721,CUST-0013,2024-05-07,Online,Debit Card
ORD-01722,CUST-0224,2025-02-22,Online,Cash
ORD-01723,CUST-0452,2024-07-03,Online,PayPal
ORD-01724,CUST-0151,2025-09-24,In-Store,Credit Card
ORD-01725,CUST-0234,2024-03-03,Phone Order,Gift Card
ORD-01726,CUST-0209,2024-11-29,In-Store,PayPal
ORD-01727,CUST-0384,2025-04-26,Phone Order,Credit Card
ORD-01728,CUST-0606,2024-01-27,Online,Credit Card
ORD-01729,CUST-0388,2025-08-19,Online,PayPal
ORD-01730,CUST-0589,2025-10-07,In-Store,Credit Card
ORD-01731,CUST-0590,2024-10-27,Marketplace,Credit Card
ORD-01732,CUST-0082,2024-12-26,In-Store,Credit Card
ORD-01733,CUST-0129,2025-07-04,Online,Cash
ORD-01734,CUST-0590,2025-05-21,In-Store,PayPal
ORD-01735,CUST-0035,2025-03-17,Online,Credit Card
ORD-01736,CUST-0433,2024-12-28,Online,PayPal
ORD-01737,CUST-0345,2025-08-28,In-Store,Credit Card
ORD-01738,CUST-0489,2025-12-17,Online,Credit Card
ORD-01739,CUST-0329,2025-03-25,Online,PayPal
ORD-01740,CUST-0350,2024-02-19,In-Store,Cash
ORD-01741,CUST-0147,2024-02-12,Marketplace,PayPal
ORD-01742,CUST-0296,2024-09-22,Phone Order,PayPal
ORD-01743,CUST-0007,2025-05-15,Marketplace,Credit Card
ORD-01744,CUST-0130,2025-04-09,Online,Credit Card
ORD-01745,CUST-0363,2024-03-21,In-Store,Credit Card
ORD-01746,CUST-0526,2025-11-19,Marketplace,PayPal
ORD-01747,CUST-0572,2025-11-07,Marketplace,Debit Card
ORD-01748,CUST-0135,2024-07-22,In-Store,Credit Card
ORD-01749,CUST-0183,2024-02-09,Online,Credit Card
ORD-01750,CUST-0308,2024-08-25,Marketplace,Debit Card
ORD-01751,CUST-0295,2025-03-05,Phone Order,Credit Card
ORD-01752,CUST-0132,2025-05-10,Marketplace,Cash
ORD-01753,CUST-0419,2024-03-03,In-Store,Credit Card
ORD-01754,CUST-0047,2024-11-11,Online,Credit Card
ORD-01755,CUST-0022,2025-01-23,Online,PayPal
ORD-01756,CUST-0166,2025-01-17,Online,Credit Card
ORD-01757,CUST-0309,2024-01-25,Online,PayPal
ORD-01758,CUST-0387,2025-11-02,Online,PayPal
ORD-01759,CUST-0620,2024-06-04,Online,Debit Card
ORD-01760,CUST-0310,2024-10-07,Online,Credit Card
ORD-01761,CUST-0509,2025-02-07,Phone Order,PayPal
ORD-01762,CUST-0341,2024-05-27,Marketplace,Gift Card
ORD-01763,CUST-0608,2024-09-12,Online,Credit Card
ORD-01764,CUST-0155,2024-02-07,Online,Debit Card
ORD-01765,CUST-0321,2025-10-29,Online,Credit Card
ORD-01766,CUST-0080,2025-01-19,Online,Credit Card
ORD-01767,CUST-0508,2024-06-23,In-Store,Debit Card
ORD-01768,CUST-0304,2024-04-30,Online,Credit Card
ORD-01769,CUST-0532,2025-09-11,Online,Credit Card
ORD-01770,CUST-0006,2024-11-15,In-Store,Credit Card
ORD-01771,CUST-0480,2025-08-31,Online,Credit Card
ORD-01772,CUST-0437,2025-08-21,In-Store,Credit Card
ORD-01773,CUST-0270,2025-07-31,Online,PayPal
ORD-01774,CUST-0485,2024-08-02,Online,PayPal
ORD-01775,CUST-0484,2024-11-30,Online,PayPal
ORD-01776,CUST-0486,2024-12-29,Online,Debit Card
ORD-01777,CUST-0147,2025-03-23,In-Store,Debit Card
ORD-01778,CUST-0355,2025-03-10,Online,Debit Card
ORD-01779,CUST-0260,2025-05-29,Marketplace,Debit Card
ORD-01780,CUST-0260,2024-10-07,In-Store,Gift Card
ORD-01781,CUST-0559,2024-04-16,Online,Credit Card
ORD-01782,CUST-0064,2024-11-17,Online,Debit Card
ORD-01783,CUST-0529,2024-01-15,Phone Order,Credit Card
ORD-01784,CUST-0204,2025-12-06,In-Store,Credit Card
ORD-01785,CUST-0475,2024-03-31,Online,Credit Card
ORD-01786,CUST-0253,2024-11-11,Marketplace,Debit Card
ORD-01787,CUST-0205,2024-06-30,Phone Order,Credit Card
ORD-01788,CUST-0175,2024-02-07,Phone Order,Debit Card
ORD-01789,CUST-0356,2025-10-23,Marketplace,PayPal
ORD-01790,CUST-0276,2024-04-02,In-Store,Credit Card
ORD-01791,CUST-0191,2025-05-01,Online,Debit Card
ORD-01792,CUST-0009,2024-06-11,Online,Credit Card
ORD-01793,CUST-0023,2025-03-25,Marketplace,Credit Card
ORD-01794,CUST-0346,2025-05-09,In-Store,Credit Card
ORD-01795,CUST-0308,2025-09-03,Phone Order,Cash
ORD-01796,CUST-0342,2024-02-25,Phone Order,Credit Card
ORD-01797,CUST-0190,2024-08-29,Marketplace,Credit Card
ORD-01798,CUST-0218,2025-04-28,In-Store,PayPal
ORD-01799,CUST-0435,2025-09-03,Online,Credit Card
ORD-01800,CUST-0371,2024-12-14,In-Store,Credit Card
ORD-01801,CUST-0310,2025-03-21,Online,Credit Card
ORD-01802,CUST-0493,2024-02-05,Online,Cash
ORD-01803,CUST-0477,2024-03-25,Online,PayPal
ORD-01804,CUST-0466,2024-01-12,In-Store,Cash
ORD-01805,CUST-0462,2025-05-29,Online,Credit Card
ORD-01806,CUST-0082,2024-06-02,Online,Cash
ORD-01807,CUST-0502,2025-04-16,Online,Cash
ORD-01808,CUST-0458,2024-11-28,Online,Credit Card
ORD-01809,CUST-0255,2024-06-28,Online,Credit Card
ORD-01810,CUST-0537,2025-08-05,Online,Credit Card
ORD-01811,CUST-0081,2024-12-11,Marketplace,PayPal
ORD-01812,CUST-0444,2024-04-29,Marketplace,Debit Card
ORD-01813,CUST-0191,2024-10-10,In-Store,Credit Card
ORD-01814,CUST-0133,2024-10-08,Online,Debit Card
ORD-01815,CUST-0555,2025-02-02,In-Store,Debit Card
ORD-01816,CUST-0546,2025-12-15,Online,Credit Card
ORD-01817,CUST-0086,2024-07-31,In-Store,Debit Card
ORD-01818,CUST-0361,2025-08-01,Online,Gift Card
ORD-01819,CUST-0241,2025-01-19,Marketplace,Credit Card
ORD-01820,CUST-0183,2024-06-11,Marketplace,Gift Card
ORD-01821,CUST-0326,2025-05-29,In-Store,Credit Card
ORD-01822,CUST-0343,2025-04-20,In-Store,PayPal
ORD-01823,CUST-0421,2024-07-12,In-Store,Debit Card
ORD-01824,CUST-0585,2025-02-22,Phone Order,Credit Card
ORD-01825,CUST-0380,2024-01-24,In-Store,Cash
ORD-01826,CUST-0246,2024-06-28,In-Store,PayPal
ORD-01827,CUST-0212,2025-08-14,Online,Credit Card
ORD-01828,CUST-0340,2024-06-12,Online,PayPal
ORD-01829,CUST-0533,2025-04-26,Marketplace,Credit Card
ORD-01830,CUST-0547,2024-01-25,Online,PayPal
ORD-01831,CUST-0041,2025-01-07,Online,Cash
ORD-01832,CUST-0594,2024-04-24,In-Store,Credit Card
ORD-01833,CUST-0076,2025-04-14,Marketplace,Debit Card
ORD-01834,CUST-0339,2025-04-06,In-Store,Debit Card
ORD-01835,CUST-0372,2025-12-31,Online,Cash
ORD-01836,CUST-0302,2024-06-07,In-Store,PayPal
ORD-01837,CUST-0234,2024-01-29,Marketplace,Debit Card
ORD-01838,CUST-0530,2025-02-19,In-Store,Cash
ORD-01839,CUST-0389,2024-01-15,In-Store,Credit Card
ORD-01840,CUST-0123,2025-10-27,Online,Debit Card
ORD-01841,CUST-0234,2024-07-26,Online,Credit Card
ORD-01842,CUST-0082,2024-02-27,Online,Debit Card
ORD-01843,CUST-0251,2024-08-21,In-Store,Credit Card
ORD-01844,CUST-0195,2024-03-06,Marketplace,Credit Card
ORD-01845,CUST-0053,2024-11-22,Marketplace,Credit Card
ORD-01846,CUST-0308,2025-08-05,Online,Credit Card
ORD-01847,CUST-0181,2024-12-02,In-Store,Debit Card
ORD-01848,CUST-0327,2025-06-05,In-Store,Credit Card
ORD-01849,CUST-0454,2024-12-16,In-Store,Debit Card
ORD-01850,CUST-0315,2025-05-28,Online,PayPal
ORD-01851,CUST-0197,2025-02-09,Marketplace,Cash
ORD-01852,CUST-0276,2024-08-22,Phone Order,Credit Card
ORD-01853,CUST-0428,2024-01-06,Marketplace,Credit Card
ORD-01854,CUST-0330,2025-03-13,Marketplace,Credit Card
ORD-01855,CUST-0249,2024-06-13,Online,Credit Card
ORD-01856,CUST-0385,2024-03-01,Online,Debit Card
ORD-01857,CUST-0484,2024-05-17,Marketplace,Credit Card
ORD-01858,CUST-0571,2025-06-27,Marketplace,PayPal
ORD-01859,CUST-0322,2025-01-04,Marketplace,Credit Card
ORD-01860,CUST-0024,2024-05-23,Online,Credit Card
ORD-01861,CUST-0017,2025-08-02,Online,Credit Card
ORD-01862,CUST-0078,2025-08-01,Online,Debit Card
ORD-01863,CUST-0090,2025-08-10,Marketplace,Debit Card
ORD-01864,CUST-0348,2025-04-09,In-Store,PayPal
ORD-01865,CUST-0155,2024-09-22,Marketplace,Debit Card
ORD-01866,CUST-0157,2024-07-12,Marketplace,Credit Card
ORD-01867,CUST-0041,2024-05-10,In-Store,Cash
ORD-01868,CUST-0278,2024-08-26,Phone Order,Credit Card
ORD-01869,CUST-0455,2024-08-01,Online,Credit Card
ORD-01870,CUST-0593,2025-06-12,Online,PayPal
ORD-01871,CUST-0325,2025-03-01,Online,Gift Card
ORD-01872,CUST-0103,2024-12-29,Online,Credit Card
ORD-01873,CUST-0087,2025-10-28,In-Store,Credit Card
ORD-01874,CUST-0579,2024-01-10,Online,Credit Card
ORD-01875,CUST-0430,2024-06-25,Online,Debit Card
ORD-01876,CUST-0113,2024-06-15,Online,Credit Card
ORD-01877,CUST-0030,2025-04-26,Online,Cash
ORD-01878,CUST-0488,2025-04-20,Phone Order,Cash
ORD-01879,CUST-0264,2024-05-11,Online,Debit Card
ORD-01880,CUST-0098,2025-02-17,Online,Debit Card
ORD-01881,CUST-0337,2025-12-28,Phone Order,Debit Card
ORD-01882,CUST-0149,2025-08-16,In-Store,Cash
ORD-01883,CUST-0166,2025-02-10,Online,Debit Card
ORD-01884,CUST-0220,2025-04-09,In-Store,Debit Card
ORD-01885,CUST-0346,2024-12-11,Phone Order,Credit Card
ORD-01886,CUST-0532,2024-09-26,Online,Credit Card
ORD-01887,CUST-0303,2024-05-09,Marketplace,Credit Card
ORD-01888,CUST-0524,2024-07-18,Online,PayPal
ORD-01889,CUST-0372,2025-07-06,Online,Cash
ORD-01890,CUST-0156,2025-07-07,Phone Order,Debit Card
ORD-01891,CUST-0308,2024-01-01,Online,PayPal
ORD-01892,CUST-0144,2024-05-27,In-Store,Credit Card
ORD-01893,CUST-0127,2025-08-22,Phone Order,Credit Card
ORD-01894,CUST-0106,2025-10-05,In-Store,Credit Card
ORD-01895,CUST-0350,2024-10-05,Phone Order,Credit Card
ORD-01896,CUST-0231,2025-06-19,Online,Gift Card
ORD-01897,CUST-0443,2025-03-07,Online,Credit Card
ORD-01898,CUST-0086,2024-01-14,Online,PayPal
ORD-01899,CUST-0273,2024-04-16,Phone Order,PayPal
ORD-01900,CUST-0044,2025-09-08,Online,PayPal
ORD-01901,CUST-0619,2025-03-07,Marketplace,PayPal
ORD-01902,CUST-0588,2025-06-19,Online,Credit Card
